nthreads nrows ncols nnz min med mean max
1 10000000 10000000 49984105 1.0633701452991497 1.0516655605763425 1.0515084099993623 1.019493093695306
2 10000000 10000000 49984105 2.084371932588074 2.0631469235600597 2.061557789122447 1.8996071655293778
3 10000000 10000000 49984105 3.073873227102571 3.022873769975719 2.9728130994987856 1.5524466621674877
4 10000000 10000000 49984105 4.029520220536442 2.572021923425469 2.726746029763133 1.888654734583431
5 10000000 10000000 49984105 4.971949041409263 3.1309771449765935 3.3052977628998375 2.409626133435804
6 10000000 10000000 49984105 5.189200538914121 3.6351995728300386 3.7664446427139784 2.5605926419385714
7 10000000 10000000 49984105 6.924754205614922 6.302969106575804 5.98810696432512 2.859872819919421
8 10000000 10000000 49984105 5.134510455184531 4.349344736881033 4.358714163016444 3.2481651372420646
9 10000000 10000000 49984105 8.226325684559486 5.4264134331242415 5.165237506264946 3.8060853682503977
10 10000000 10000000 49984105 9.451561369736064 6.661338122670435 7.191409617176561 3.3513259547192455
11 10000000 10000000 49984105 8.50554252753822 7.858359746146145 7.377026097773226 3.7790119587438067
12 10000000 10000000 49984105 9.858858111361235 6.248597173567067 6.30986515582336 4.217403113163258
13 10000000 10000000 49984105 11.460721934084479 8.800874944300258 8.8943843476563 4.409158635256064
14 10000000 10000000 49984105 10.206799359135887 5.039650844801912 5.681477733059015 4.486578083025935
15 10000000 10000000 49984105 8.701075159504434 5.758872326129794 5.705680270812687 4.730944651736231
16 10000000 10000000 49984105 13.702064872496008 5.303983744062524 5.948424760579991 3.6916022981919023
17 10000000 10000000 49984105 12.681169743103089 10.256885353835022 9.427005154036292 5.371733055175355
18 10000000 10000000 49984105 15.968411147386906 5.493536639775862 6.724167907745832 4.41375677429091
19 10000000 10000000 49984105 11.770606701630207 9.592879244339722 9.3054596948468 6.199235217594757
20 10000000 10000000 49984105 17.289331252188877 5.4309765097231955 5.884824463501096 4.210020575859596
21 10000000 10000000 49984105 9.39853118173909 5.327107836218955 5.789226729888608 4.432908958693834
22 10000000 10000000 49984105 16.290328941150396 12.652904071942483 10.40208853503999 4.994443912644577
23 10000000 10000000 49984105 14.961721731837203 8.775919085929129 9.22131986276912 5.105070221633568
24 10000000 10000000 49984105 19.683849699883357 9.557841296551032 9.679303593152639 5.637134477697198
25 10000000 10000000 49984105 18.611936502688046 13.045366639175688 10.558316524612984 5.131607004571355
26 10000000 10000000 49984105 18.224718060550465 5.767034682986104 6.644690307153007 3.944632965789709
27 10000000 10000000 49984105 22.208712315936754 15.98684599803555 12.070942827441513 3.643336117970253
28 10000000 10000000 49984105 19.630439606402344 14.714670194207834 11.821413847609952 5.215293976052832
29 10000000 10000000 49984105 18.608742188823385 4.6278943374983745 5.612466806781099 2.211947482819762
30 10000000 10000000 49984105 15.723392003905674 11.016725787440828 6.596143892008693 1.9156014611489254
31 10000000 10000000 49984105 21.534889752616838 7.352557510503159 4.9066362284033405 1.1767829434259212
32 10000000 10000000 49984105 15.667431689432938 9.665296964726254 8.58725639954462 2.490737365641161
33 10000000 10000000 49984105 19.681555510579837 17.358289178613692 10.050806604028669 1.6074103894467993
34 10000000 10000000 49984105 22.198696211276218 16.579309043223898 11.918613964154666 2.662743003622029
35 10000000 10000000 49984105 21.062314342498283 17.02660170996333 9.61247967953368 0.8791905708486866
36 10000000 10000000 49984105 18.1333621382695 13.22886309866491 10.07552008537547 2.8835388003288855
37 10000000 10000000 49984105 21.70475832750737 18.94296657057002 10.426574106960357 2.275906555891604
38 10000000 10000000 49984105 25.78057723531948 18.87442805276967 10.688083375661037 1.3736140275530995
39 10000000 10000000 49984105 22.284293560533023 16.983384628139273 9.773076642677152 2.184124488716841
40 10000000 10000000 49984105 19.867522964223113 16.08802594600719 10.622422079305661 2.574605799083406
41 10000000 10000000 49984105 18.25076677596267 14.09814668878711 11.077173207844153 2.8197107771687397
42 10000000 10000000 49984105 15.997800883103382 7.248507384009841 5.3636681504130035 1.6722206787363674
43 10000000 10000000 49984105 17.35580896150091 13.177866350947616 7.295215581462693 0.4884590266078857
44 10000000 10000000 49984105 23.301092236404152 14.27173414382588 8.819556823580472 0.9876985119858378
45 10000000 10000000 49984105 25.376706269455845 16.68413244170567 10.966491966144144 1.201200404837138
46 10000000 10000000 49984105 20.42831987598519 16.710157816618405 9.882642923647412 2.497229941116577
47 10000000 10000000 49984105 16.639462480977127 8.05832617257718 4.15395664877012 0.5712132681921799
48 10000000 10000000 49984105 22.37031830554504 17.32720067361847 9.729848414177766 1.6101220037556443
49 10000000 10000000 49984105 22.092295160293002 20.184637110191474 11.883791637091138 0.8674925525294283
50 10000000 10000000 49984105 15.029778196673966 7.609070369139001 4.0825698254440175 0.7542706141598302
51 10000000 10000000 49984105 18.966291115868525 15.199920083814686 7.367894692909437 0.8809077878083986
52 10000000 10000000 49984105 24.690501235782087 16.946543352659948 8.771411438623343 0.8096661829181642
53 10000000 10000000 49984105 17.643758080101662 11.056175045709702 6.2875309699952435 1.0603110461230731
54 10000000 10000000 49984105 24.088812369201335 18.89645344436892 8.813217550752636 1.172076613654917
55 10000000 10000000 49984105 17.41155686872702 13.470604262484349 8.973668810517795 1.5939130468750686
56 10000000 10000000 49984105 23.516984897765035 22.9775080943899 10.153045851538124 0.5257268905237159
57 10000000 10000000 49984105 16.525607711713654 11.43812088343417 9.991287309537553 4.408586388385819
58 10000000 10000000 49984105 20.24420451933582 9.048104201777875 3.9357309134383067 0.5325464815072866
59 10000000 10000000 49984105 18.543227807363632 13.797328153457412 5.405998437927574 0.58702247579427
60 10000000 10000000 49984105 15.781310407374109 8.037638562702663 3.8284763835535105 0.6560874752410651
61 10000000 10000000 49984105 15.9025768776178 4.033003525744101 3.0768753615710116 0.3870308214030924
62 10000000 10000000 49984105 19.331054637457434 15.584343448476158 8.751586712770271 1.978432424517256
63 10000000 10000000 49984105 22.56158846176502 16.818405994707415 13.409497800929072 3.7236003572962253
64 10000000 10000000 49984105 21.01477514187382 17.882992829769982 5.110504717525914 0.46481141611785437
65 10000000 10000000 49984105 18.142520699485914 16.082681294977455 4.610088214279702 0.6106980949739106
66 10000000 10000000 49984105 19.715293598853943 18.819141274944823 14.42935647123165 1.462710942804242
67 10000000 10000000 49984105 19.838922213441812 16.436470842211165 13.834615417217975 3.3912937075771143
68 10000000 10000000 49984105 19.801355001848055 17.50923555589184 9.039611081930985 0.45595294999429264
69 10000000 10000000 49984105 20.237692379948275 12.64678381734261 8.12252525798851 2.7159306789274513
70 10000000 10000000 49984105 19.79332954632528 16.153683633401286 7.36400326771478 0.524366882006081
71 10000000 10000000 49984105 18.74684905900272 17.259987862369982 13.701260417700116 3.111681968144671
72 10000000 10000000 49984105 19.01407127332651 18.33495725725257 13.772311698057457 1.6243752027154021
73 10000000 10000000 49984105 18.65617346203717 18.018086719610427 13.85765326262834 1.3763178906562836
74 10000000 10000000 49984105 22.067940097394715 18.445598809068674 7.087579268165518 0.3892300025991701
